nama provinsi,kode provinsi,nama kabupaten,kode kabupaten,nama kecamatan,kode kecamatan
GORONTALO,75,BOALEMO,7502,BOTUMOITO,750206
GORONTALO,75,BOALEMO,7502,DULUPI,750203
GORONTALO,75,BOALEMO,7502,MANANGGU,750205
GORONTALO,75,BOALEMO,7502,PAGUYAMAN,750201
GORONTALO,75,BOALEMO,7502,PAGUYAMAN PANTAI,750207
GORONTALO,75,BOALEMO,7502,TILAMUTA,750204
GORONTALO,75,BOALEMO,7502,WONOSARI,750202
GORONTALO,75,BONE BOLANGO,7503,BONE,750309
GORONTALO,75,BONE BOLANGO,7503,BONE RAYA,750310
GORONTALO,75,BONE BOLANGO,7503,BONEPANTAI,750304
GORONTALO,75,BONE BOLANGO,7503,BOTUPINGGE,750307
GORONTALO,75,BONE BOLANGO,7503,BULANGO SELATAN,750315
GORONTALO,75,BONE BOLANGO,7503,BULANGO TIMUR,750316
GORONTALO,75,BONE BOLANGO,7503,BULANGO ULU,750314
GORONTALO,75,BONE BOLANGO,7503,BULANGO UTARA,750305
GORONTALO,75,BONE BOLANGO,7503,BULAWA,750317
GORONTALO,75,BONE BOLANGO,7503,KABILA,750302
GORONTALO,75,BONE BOLANGO,7503,KABILA BONE,750308
GORONTALO,75,BONE BOLANGO,7503,PINOGU,750318
GORONTALO,75,BONE BOLANGO,7503,SUWAWA,750303
GORONTALO,75,BONE BOLANGO,7503,SUWAWA SELATAN,750312
GORONTALO,75,BONE BOLANGO,7503,SUWAWA TENGAH,750313
GORONTALO,75,BONE BOLANGO,7503,SUWAWA TIMUR,750311
GORONTALO,75,BONE BOLANGO,7503,TAPA,750301
GORONTALO,75,BONE BOLANGO,7503,TILONGKABILA,750306
GORONTALO,75,GORONTALO,7501,ASPARAGA,750121
GORONTALO,75,GORONTALO,7501,BATUDAA,750103
GORONTALO,75,GORONTALO,7501,BATUDAA PANTAI,750105
GORONTALO,75,GORONTALO,7501,BILATO,750123
GORONTALO,75,GORONTALO,7501,BILUHU,750120
GORONTALO,75,GORONTALO,7501,BOLIYOHUTO,750109
GORONTALO,75,GORONTALO,7501,BONGOMEME,750111
GORONTALO,75,GORONTALO,7501,DUNGALIYO,750124
GORONTALO,75,GORONTALO,7501,LIMBOTO,750101
GORONTALO,75,GORONTALO,7501,LIMBOTO BARAT,750117
GORONTALO,75,GORONTALO,7501,MOOTILANGO,750114
GORONTALO,75,GORONTALO,7501,PULUBALA,750116
GORONTALO,75,GORONTALO,7501,TABONGO,750119
GORONTALO,75,GORONTALO,7501,TALAGA JAYA,750122
GORONTALO,75,GORONTALO,7501,TELAGA,750102
GORONTALO,75,GORONTALO,7501,TELAGA BIRU,750110
GORONTALO,75,GORONTALO,7501,TIBAWA,750104
GORONTALO,75,GORONTALO,7501,TILANGO,750118
GORONTALO,75,GORONTALO,7501,TOLANGOHULA,750113
GORONTALO,75,GORONTALO UTARA,7505,ANGGREK,750503
GORONTALO,75,GORONTALO UTARA,7505,ATINGGOLA,750501
GORONTALO,75,GORONTALO UTARA,7505,BIAU,750510
GORONTALO,75,GORONTALO UTARA,7505,GENTUMA RAYA,750506
GORONTALO,75,GORONTALO UTARA,7505,KWANDANG,750502
GORONTALO,75,GORONTALO UTARA,7505,MONANO,750509
GORONTALO,75,GORONTALO UTARA,7505,PONELO KEPULAUAN,750508
GORONTALO,75,GORONTALO UTARA,7505,SUMALATA,750504
GORONTALO,75,GORONTALO UTARA,7505,SUMALATA TIMUR,750511
GORONTALO,75,GORONTALO UTARA,7505,TOLINGGULA,750505
GORONTALO,75,GORONTALO UTARA,7505,TOMILITO,750507
GORONTALO,75,KOTA GORONTALO,7571,DUMBO RAYA,757108
GORONTALO,75,KOTA GORONTALO,7571,DUNGINGI,757104
GORONTALO,75,KOTA GORONTALO,7571,HULONTHALANGI,757109
GORONTALO,75,KOTA GORONTALO,7571,KOTA BARAT,757101
GORONTALO,75,KOTA GORONTALO,7571,KOTA SELATAN,757102
GORONTALO,75,KOTA GORONTALO,7571,KOTA TENGAH,757106
GORONTALO,75,KOTA GORONTALO,7571,KOTA TIMUR,757105
GORONTALO,75,KOTA GORONTALO,7571,KOTA UTARA,757103
GORONTALO,75,KOTA GORONTALO,7571,SIPATANA,757107
GORONTALO,75,POHUWATO,7504,BUNTULIA,750409
GORONTALO,75,POHUWATO,7504,DENGILO,750408
GORONTALO,75,POHUWATO,7504,DUHIADAA,750410
GORONTALO,75,POHUWATO,7504,LEMITO,750402
GORONTALO,75,POHUWATO,7504,MARISA,750404
GORONTALO,75,POHUWATO,7504,PAGUAT,750405
GORONTALO,75,POHUWATO,7504,PATILANGGIO,750406
GORONTALO,75,POHUWATO,7504,POPAYATO,750401
GORONTALO,75,POHUWATO,7504,POPAYATO BARAT,750413
GORONTALO,75,POHUWATO,7504,POPAYATO TIMUR,750412
GORONTALO,75,POHUWATO,7504,RANDANGAN,750403
GORONTALO,75,POHUWATO,7504,TALUDITI,750407
GORONTALO,75,POHUWATO,7504,WANGGARASI,750411
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,BAMBANGLIPURO,340205
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,BANGUNTAPAN,340212
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,BANTUL,340208
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,DLINGO,340211
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,IMOGIRI,340210
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,JETIS,340209
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,KASIHAN,340216
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,KRETEK,340203
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,PAJANGAN,340207
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,PANDAK,340206
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,PIYUNGAN,340214
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,PLERET,340213
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,PUNDONG,340204
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,SANDEN,340202
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,SEDAYU,340217
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,SEWON,340215
DAERAH ISTIMEWA YOGYAKARTA,34,BANTUL,3402,SRANDAKAN,340201
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,GEDANGSARI,340314
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,GIRISUBO,340316
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,KARANGMOJO,340309
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,NGAWEN,340313
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,NGLIPAR,340302
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,PALIYAN,340305
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,PANGGANG,340306
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,PATUK,340304
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,PLAYEN,340303
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,PONJONG,340310
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,PURWOSARI,340318
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,RONGKOP,340311
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,SAPTOSARI,340315
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,SEMANU,340308
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,SEMIN,340312
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,TANJUNGSARI,340317
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,TEPUS,340307
DAERAH ISTIMEWA YOGYAKARTA,34,GUNUNGKIDUL,3403,WONOSARI,340301
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,DANUREJAN,347104
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,GEDONGTENGEN,347105
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,GONDOKUSUMAN,347103
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,GONDOMANAN,347110
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,JETIS,347102
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,KOTAGEDE,347114
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,KRATON,347109
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,MANTRIJERON,347108
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,MERGANGSAN,347112
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,NGAMPILAN,347106
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,PAKUALAMAN,347111
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,TEGALREJO,347101
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,UMBULHARJO,347113
DAERAH ISTIMEWA YOGYAKARTA,34,KOTA YOGYAKARTA,3471,WIROBRAJAN,347107
DAERAH ISTIMEWA YOGYAKARTA,34,KULON PROGO,3401,GALUR,340104
DAERAH ISTIMEWA YOGYAKARTA,34,KULON PROGO,3401,GIRIMULYO,340109
DAERAH ISTIMEWA YOGYAKARTA,34,KULON PROGO,3401,KALIBAWANG,340112
DAERAH ISTIMEWA YOGYAKARTA,34,KULON PROGO,3401,KOKAP,340108
DAERAH ISTIMEWA YOGYAKARTA,34,KULON PROGO,3401,LENDAH,340105
DAERAH ISTIMEWA YOGYAKARTA,34,KULON PROGO,3401,NANGGULAN,340110
DAERAH ISTIMEWA YOGYAKARTA,34,KULON PROGO,3401,PANJATAN,340103
DAERAH ISTIMEWA YOGYAKARTA,34,KULON PROGO,3401,PENGASIH,340107
DAERAH ISTIMEWA YOGYAKARTA,34,KULON PROGO,3401,SAMIGALUH,340111
DAERAH ISTIMEWA YOGYAKARTA,34,KULON PROGO,3401,SENTOLO,340106
DAERAH ISTIMEWA YOGYAKARTA,34,KULON PROGO,3401,TEMON,340101
DAERAH ISTIMEWA YOGYAKARTA,34,KULON PROGO,3401,WATES,340102
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,BERBAH,340408
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,CANGKRINGAN,340417
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,DEPOK,340407
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,GAMPING,340401
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,GODEAN,340402
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,KALASAN,340410
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,MINGGIR,340404
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,MLATI,340406
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,MOYUDAN,340403
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,NGAGLIK,340412
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,NGEMPLAK,340411
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,PAKEM,340416
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,PRAMBANAN,340409
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,SEYEGAN,340405
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,SLEMAN,340413
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,TEMPEL,340414
DAERAH ISTIMEWA YOGYAKARTA,34,SLEMAN,3404,TURI,340415
BALI,51,BADUNG,5103,ABIANSEMAL,510303
BALI,51,BADUNG,5103,KUTA,510301
BALI,51,BADUNG,5103,KUTA SELATAN,510305
BALI,51,BADUNG,5103,KUTA UTARA,510306
BALI,51,BADUNG,5103,MENGWI,510302
BALI,51,BADUNG,5103,PETANG,510304
BALI,51,BANGLI,5106,BANGLI,510602
BALI,51,BANGLI,5106,KINTAMANI,510604
BALI,51,BANGLI,5106,SUSUT,510601
BALI,51,BANGLI,5106,TEMBUKU,510603
BALI,51,BULELENG,5108,BANJAR,510804
BALI,51,BULELENG,5108,BULELENG,510806
BALI,51,BULELENG,5108,BUSUNGBIU,510803
BALI,51,BULELENG,5108,GEROKGAK,510801
BALI,51,BULELENG,5108,KUBUTAMBAHAN,510808
BALI,51,BULELENG,5108,SAWAN,510807
BALI,51,BULELENG,5108,SERIRIT,510802
BALI,51,BULELENG,5108,SUKASADA,510805
BALI,51,BULELENG,5108,TEJAKULA,510809
BALI,51,GIANYAR,5104,BLAHBATUH,510402
BALI,51,GIANYAR,5104,GIANYAR,510403
BALI,51,GIANYAR,5104,PAYANGAN,510407
BALI,51,GIANYAR,5104,SUKAWATI,510401
BALI,51,GIANYAR,5104,TAMPAKSIRING,510404
BALI,51,GIANYAR,5104,TEGALLALANG,510406
BALI,51,GIANYAR,5104,UBUD,510405
BALI,51,JEMBRANA,5101,JEMBRANA,510105
BALI,51,JEMBRANA,5101,MELAYA,510104
BALI,51,JEMBRANA,5101,MENDOYO,510102
BALI,51,JEMBRANA,5101,NEGARA,510101
BALI,51,JEMBRANA,5101,PEKUTATAN,510103
BALI,51,KARANGASEM,5107,ABANG,510705
BALI,51,KARANGASEM,5107,BEBANDEM,510706
BALI,51,KARANGASEM,5107,KARANGASEM,510704
BALI,51,KARANGASEM,5107,KUBU,510708
BALI,51,KARANGASEM,5107,MANGGIS,510703
BALI,51,KARANGASEM,5107,RENDANG,510701
BALI,51,KARANGASEM,5107,SELAT,510707
BALI,51,KARANGASEM,5107,SIDEMEN,510702
BALI,51,KLUNGKUNG,5105,BANJARANGKAN,510502
BALI,51,KLUNGKUNG,5105,DAWAN,510504
BALI,51,KLUNGKUNG,5105,KLUNGKUNG,510503
BALI,51,KLUNGKUNG,5105,NUSA PENIDA,510501
BALI,51,KOTA DENPASAR,5171,DENPASAR BARAT,517103
BALI,51,KOTA DENPASAR,5171,DENPASAR SELATAN,517101
BALI,51,KOTA DENPASAR,5171,DENPASAR TIMUR,517102
BALI,51,KOTA DENPASAR,5171,DENPASAR UTARA,517104
BALI,51,TABANAN,5102,BATURITI,510209
BALI,51,TABANAN,5102,KEDIRI,510206
BALI,51,TABANAN,5102,KERAMBITAN,510204
BALI,51,TABANAN,5102,MARGA,510207
BALI,51,TABANAN,5102,PENEBEL,510208
BALI,51,TABANAN,5102,PUPUAN,510210
BALI,51,TABANAN,5102,SELEMADEG,510201
BALI,51,TABANAN,5102,SELEMADEG BARAT,510203
BALI,51,TABANAN,5102,SELEMADEG TIMUR,510202
BALI,51,TABANAN,5102,TABANAN,510205
DKI JAKARTA,31,ADM. KEP. SERIBU,3101,KEPULAUAN SERIBU SELATAN.,310102
DKI JAKARTA,31,ADM. KEP. SERIBU,3101,KEPULAUAN SERIBU UTARA,310101
DKI JAKARTA,31,KOTA ADM. JAKARTA BARAT,3173,CENGKARENG,317301
DKI JAKARTA,31,KOTA ADM. JAKARTA BARAT,3173,GROGOL PETAMBURAN,317302
DKI JAKARTA,31,KOTA ADM. JAKARTA BARAT,3173,KALIDERES,317306
DKI JAKARTA,31,KOTA ADM. JAKARTA BARAT,3173,KEBON JERUK,317305
DKI JAKARTA,31,KOTA ADM. JAKARTA BARAT,3173,KEMBANGAN,317308
DKI JAKARTA,31,KOTA ADM. JAKARTA BARAT,3173,PAL MERAH,317307
DKI JAKARTA,31,KOTA ADM. JAKARTA BARAT,3173,TAMAN SARI,317303
DKI JAKARTA,31,KOTA ADM. JAKARTA BARAT,3173,TAMBORA,317304
DKI JAKARTA,31,KOTA ADM. JAKARTA PUSAT,3171,CEMPAKA PUTIH,317105
DKI JAKARTA,31,KOTA ADM. JAKARTA PUSAT,3171,GAMBIR,317101
DKI JAKARTA,31,KOTA ADM. JAKARTA PUSAT,3171,JOHAR BARU,317108
DKI JAKARTA,31,KOTA ADM. JAKARTA PUSAT,3171,KEMAYORAN,317103
DKI JAKARTA,31,KOTA ADM. JAKARTA PUSAT,3171,MENTENG,317106
DKI JAKARTA,31,KOTA ADM. JAKARTA PUSAT,3171,SAWAH BESAR,317102
DKI JAKARTA,31,KOTA ADM. JAKARTA PUSAT,3171,SENEN,317104
DKI JAKARTA,31,KOTA ADM. JAKARTA PUSAT,3171,TANAH ABANG,317107
DKI JAKARTA,31,KOTA ADM. JAKARTA SELATAN,3174,CILANDAK,317406
DKI JAKARTA,31,KOTA ADM. JAKARTA SELATAN,3174,JAGAKARSA,317409
DKI JAKARTA,31,KOTA ADM. JAKARTA SELATAN,3174,KEBAYORAN BARU,317407
DKI JAKARTA,31,KOTA ADM. JAKARTA SELATAN,3174,KEBAYORAN LAMA,317405
DKI JAKARTA,31,KOTA ADM. JAKARTA SELATAN,3174,MAMPANG PRAPATAN,317403
DKI JAKARTA,31,KOTA ADM. JAKARTA SELATAN,3174,PANCORAN,317408
DKI JAKARTA,31,KOTA ADM. JAKARTA SELATAN,3174,PASAR MINGGU,317404
DKI JAKARTA,31,KOTA ADM. JAKARTA SELATAN,3174,PESANGGRAHAN,317410
DKI JAKARTA,31,KOTA ADM. JAKARTA SELATAN,3174,SETIABUDI,317402
DKI JAKARTA,31,KOTA ADM. JAKARTA SELATAN,3174,TEBET,317401
DKI JAKARTA,31,KOTA ADM. JAKARTA TIMUR,3175,CAKUNG,317506
DKI JAKARTA,31,KOTA ADM. JAKARTA TIMUR,3175,CIPAYUNG,317510
DKI JAKARTA,31,KOTA ADM. JAKARTA TIMUR,3175,CIRACAS,317509
DKI JAKARTA,31,KOTA ADM. JAKARTA TIMUR,3175,DUREN SAWIT,317507
DKI JAKARTA,31,KOTA ADM. JAKARTA TIMUR,3175,JATINEGARA,317503
DKI JAKARTA,31,KOTA ADM. JAKARTA TIMUR,3175,KRAMATJATI,317504
DKI JAKARTA,31,KOTA ADM. JAKARTA TIMUR,3175,MAKASAR,317508
DKI JAKARTA,31,KOTA ADM. JAKARTA TIMUR,3175,MATRAMAN,317501
DKI JAKARTA,31,KOTA ADM. JAKARTA TIMUR,3175,PASAR REBO,317505
DKI JAKARTA,31,KOTA ADM. JAKARTA TIMUR,3175,PULOGADUNG,317502
DKI JAKARTA,31,KOTA ADM. JAKARTA UTARA,3172,CILINCING,317204
DKI JAKARTA,31,KOTA ADM. JAKARTA UTARA,3172,KELAPA GADING,317206
DKI JAKARTA,31,KOTA ADM. JAKARTA UTARA,3172,KOJA,317203
DKI JAKARTA,31,KOTA ADM. JAKARTA UTARA,3172,PADEMANGAN,317205
DKI JAKARTA,31,KOTA ADM. JAKARTA UTARA,3172,PENJARINGAN,317201
DKI JAKARTA,31,KOTA ADM. JAKARTA UTARA,3172,TANJUNG PRIOK,317202
BENGKULU,17,BENGKULU SELATAN,1701,AIR NIPIS,170108
BENGKULU,17,BENGKULU SELATAN,1701,BUNGA MAS,170110
BENGKULU,17,BENGKULU SELATAN,1701,KEDURANG,170101
BENGKULU,17,BENGKULU SELATAN,1701,KEDURANG ILIR,170107
BENGKULU,17,BENGKULU SELATAN,1701,KOTA MANNA,170105
BENGKULU,17,BENGKULU SELATAN,1701,MANNA,170104
BENGKULU,17,BENGKULU SELATAN,1701,PASAR MANNA,170111
BENGKULU,17,BENGKULU SELATAN,1701,PINO,170103
BENGKULU,17,BENGKULU SELATAN,1701,PINO RAYA,170106
BENGKULU,17,BENGKULU SELATAN,1701,SEGINIM,170102
BENGKULU,17,BENGKULU SELATAN,1701,ULU MANNA,170109
BENGKULU,17,BENGKULU TENGAH,1709,BANG HAJI,170910
BENGKULU,17,BENGKULU TENGAH,1709,KARANG TINGGI,170901
BENGKULU,17,BENGKULU TENGAH,1709,MERIGI KELINDANG,170907
BENGKULU,17,BENGKULU TENGAH,1709,MERIGI SAKTI,170908
BENGKULU,17,BENGKULU TENGAH,1709,PAGAR JATI,170905
BENGKULU,17,BENGKULU TENGAH,1709,PEMATANG TIGA,170904
BENGKULU,17,BENGKULU TENGAH,1709,PONDOK KELAPA,170903
BENGKULU,17,BENGKULU TENGAH,1709,PONDOK KUBANG,170909
BENGKULU,17,BENGKULU TENGAH,1709,SEMIDANG LAGAN,170911
BENGKULU,17,BENGKULU TENGAH,1709,TABA PENANJUNG,170906
BENGKULU,17,BENGKULU TENGAH,1709,TALANG EMPAT,170902
BENGKULU,17,BENGKULU UTARA,1703,AIR BESI,170315
BENGKULU,17,BENGKULU UTARA,1703,AIR NAPAL,170316
BENGKULU,17,BENGKULU UTARA,1703,AIR PADANG,170320
BENGKULU,17,BENGKULU UTARA,1703,ARMA JAYA,170321
BENGKULU,17,BENGKULU UTARA,1703,BATIK NAU,170311
BENGKULU,17,BENGKULU UTARA,1703,ENGGANO,170301
BENGKULU,17,BENGKULU UTARA,1703,GIRI MULYA,170308
BENGKULU,17,BENGKULU UTARA,1703,HULU PALIK,170319
BENGKULU,17,BENGKULU UTARA,1703,KERKAP,170306
BENGKULU,17,BENGKULU UTARA,1703,KETAHUN,170312
BENGKULU,17,BENGKULU UTARA,1703,KOTA ARGA MAKMUR,170307
BENGKULU,17,BENGKULU UTARA,1703,LAIS,170310
BENGKULU,17,BENGKULU UTARA,1703,MARGA SAKTI SEBELAT,170325
BENGKULU,17,BENGKULU UTARA,1703,NAPAL PUTIH,170313
BENGKULU,17,BENGKULU UTARA,1703,PADANG JAYA,170309
BENGKULU,17,BENGKULU UTARA,1703,PINANG RAYA,170324
BENGKULU,17,BENGKULU UTARA,1703,PUTRI HIJAU,170314
BENGKULU,17,BENGKULU UTARA,1703,TANJUNG AGUNG PALIK,170322
BENGKULU,17,BENGKULU UTARA,1703,ULOK KUPAI,170323
BENGKULU,17,KAUR,1704,KAUR SELATAN,170405
BENGKULU,17,KAUR,1704,KAUR TENGAH,170404
BENGKULU,17,KAUR,1704,KAUR UTARA,170403
BENGKULU,17,KAUR,1704,KELAM TENGAH,170409
BENGKULU,17,KAUR,1704,KINAL,170401
BENGKULU,17,KAUR,1704,LUAS,170410
BENGKULU,17,KAUR,1704,LUNGKANG KULE,170413
BENGKULU,17,KAUR,1704,MAJE,170406
BENGKULU,17,KAUR,1704,MUARA SAHUNG,170411
BENGKULU,17,KAUR,1704,NASAL,170407
BENGKULU,17,KAUR,1704,PADANG GUCI HILIR,170414
BENGKULU,17,KAUR,1704,PADANG GUCI HULU,170415
BENGKULU,17,KAUR,1704,SEMIDANG GUMAY,170408
BENGKULU,17,KAUR,1704,TANJUNG KEMUNING,170402
BENGKULU,17,KAUR,1704,TETAP,170412
BENGKULU,17,KEPAHIANG,1708,BERMANI ILIR,170801
BENGKULU,17,KEPAHIANG,1708,KEBAWETAN,170806
BENGKULU,17,KEPAHIANG,1708,KEPAHIANG,170804
BENGKULU,17,KEPAHIANG,1708,MERIGI,170805
BENGKULU,17,KEPAHIANG,1708,MUARA KEMUMU,170808
BENGKULU,17,KEPAHIANG,1708,SEBERANG MUSI,170807
BENGKULU,17,KEPAHIANG,1708,TEBAT KARAI,170803
BENGKULU,17,KEPAHIANG,1708,UJAN MAS,170802
BENGKULU,17,KOTA BENGKULU,1771,GADING CEMPAKA,177102
BENGKULU,17,KOTA BENGKULU,1771,KAMPUNG MELAYU,177105
BENGKULU,17,KOTA BENGKULU,1771,MUARA BANGKA HULU,177104
BENGKULU,17,KOTA BENGKULU,1771,RATU AGUNG,177106
BENGKULU,17,KOTA BENGKULU,1771,RATU SAMBAN,177107
BENGKULU,17,KOTA BENGKULU,1771,SELEBAR,177101
BENGKULU,17,KOTA BENGKULU,1771,SINGARAN PATI,177109
BENGKULU,17,KOTA BENGKULU,1771,SUNGAI SERUT,177108
BENGKULU,17,KOTA BENGKULU,1771,TELUK SEGARA,177103
BENGKULU,17,LEBONG,1707,AMEN,170710
BENGKULU,17,LEBONG,1707,BINGIN KUNING,170707
BENGKULU,17,LEBONG,1707,LEBONG ATAS,170702
BENGKULU,17,LEBONG,1707,LEBONG SAKTI,170708
BENGKULU,17,LEBONG,1707,LEBONG SELATAN,170704
BENGKULU,17,LEBONG,1707,LEBONG TENGAH,170703
BENGKULU,17,LEBONG,1707,LEBONG UTARA,170701
BENGKULU,17,LEBONG,1707,PINANG BELAPIS,170712
BENGKULU,17,LEBONG,1707,RIMBO PENGADANG,170705
BENGKULU,17,LEBONG,1707,TOPOS,170706
BENGKULU,17,LEBONG,1707,TUBEI,170709
BENGKULU,17,LEBONG,1707,URAM JAYA,170711
BENGKULU,17,MUKO MUKO,1706,AIR DIKIT,170614
BENGKULU,17,MUKO MUKO,1706,AIR MAJUNTO,170613
BENGKULU,17,MUKO MUKO,1706,AIR RAMI,170607
BENGKULU,17,MUKO MUKO,1706,IPUH,170605
BENGKULU,17,MUKO MUKO,1706,KOTA MUKOMUKO,170602
BENGKULU,17,MUKO MUKO,1706,LUBUK PINANG,170601
BENGKULU,17,MUKO MUKO,1706,MALIN DEMAN,170606
BENGKULU,17,MUKO MUKO,1706,PENARIK,170610
BENGKULU,17,MUKO MUKO,1706,PONDOK SUGUH,170604
BENGKULU,17,MUKO MUKO,1706,SELAGAN RAYA,170609
BENGKULU,17,MUKO MUKO,1706,SUNGAI RUMBAI,170615
BENGKULU,17,MUKO MUKO,1706,TERAMANG JAYA,170608
BENGKULU,17,MUKO MUKO,1706,TERAS TERUNJAM,170603
BENGKULU,17,MUKO MUKO,1706,V KOTO,170612
BENGKULU,17,MUKO MUKO,1706,XIV KOTO,170611
BENGKULU,17,REJANG LEBONG,1702,BERMANI ULU,170210
BENGKULU,17,REJANG LEBONG,1702,BERMANI ULU RAYA,170224
BENGKULU,17,REJANG LEBONG,1702,BINDURIANG,170220
BENGKULU,17,REJANG LEBONG,1702,CURUP,170209
BENGKULU,17,REJANG LEBONG,1702,CURUP SELATAN,170218
BENGKULU,17,REJANG LEBONG,1702,CURUP TENGAH,170219
BENGKULU,17,REJANG LEBONG,1702,CURUP TIMUR,170217
BENGKULU,17,REJANG LEBONG,1702,CURUP UTARA,170216
BENGKULU,17,REJANG LEBONG,1702,KOTA PADANG,170206
BENGKULU,17,REJANG LEBONG,1702,PADANG ULAK TANDING,170207
BENGKULU,17,REJANG LEBONG,1702,SELUPU REJANG,170211
BENGKULU,17,REJANG LEBONG,1702,SINDANG BELITI ILIR,170223
BENGKULU,17,REJANG LEBONG,1702,SINDANG BELITI ULU,170221
BENGKULU,17,REJANG LEBONG,1702,SINDANG DATARAN,170222
BENGKULU,17,REJANG LEBONG,1702,SINDANG KELINGI,170208
BENGKULU,17,SELUMA,1705,AIR PERIUKAN,170506
BENGKULU,17,SELUMA,1705,ILIR TALO,170514
BENGKULU,17,SELUMA,1705,LUBUK SANDI,170507
BENGKULU,17,SELUMA,1705,SELUMA,170502
BENGKULU,17,SELUMA,1705,SELUMA BARAT,170508
BENGKULU,17,SELUMA,1705,SELUMA SELATAN,170511
BENGKULU,17,SELUMA,1705,SELUMA TIMUR,170509
BENGKULU,17,SELUMA,1705,SELUMA UTARA,170510
