nama provinsi,kode provinsi,nama kabupaten,kode kabupaten,nama kecamatan,kode kecamatan
PAPUA BARAT,92,MANOKWARI SELATAN,9211,MOMI WAREN,921105
PAPUA BARAT,92,MANOKWARI SELATAN,9211,NENEY,921103
PAPUA BARAT,92,MANOKWARI SELATAN,9211,ORANSBARI,921102
PAPUA BARAT,92,MANOKWARI SELATAN,9211,RANSIKI,921101
PAPUA BARAT,92,MANOKWARI SELATAN,9211,TAHOTA,921106
PAPUA BARAT,92,PEGUNUNGAN ARFAK,9212,ANGGI,921201
PAPUA BARAT,92,PEGUNUNGAN ARFAK,9212,ANGGI GIDA,921202
PAPUA BARAT,92,PEGUNUNGAN ARFAK,9212,CATUBOUW,921207
PAPUA BARAT,92,PEGUNUNGAN ARFAK,9212,DIDOHU,921205
PAPUA BARAT,92,PEGUNUNGAN ARFAK,9212,HINGK,921210
PAPUA BARAT,92,PEGUNUNGAN ARFAK,9212,MEMBEY,921203
PAPUA BARAT,92,PEGUNUNGAN ARFAK,9212,MINYAMBAOUW,921209
PAPUA BARAT,92,PEGUNUNGAN ARFAK,9212,SURUREY,921204
PAPUA BARAT,92,PEGUNUNGAN ARFAK,9212,TAIGE,921206
PAPUA BARAT,92,PEGUNUNGAN ARFAK,9212,TESTEGA,921208
PAPUA BARAT,92,TELUK BINTUNI,9206,ARANDAY,920604
PAPUA BARAT,92,TELUK BINTUNI,9206,AROBA,920616
PAPUA BARAT,92,TELUK BINTUNI,9206,BABO,920603
PAPUA BARAT,92,TELUK BINTUNI,9206,BINTUNI,920601
PAPUA BARAT,92,TELUK BINTUNI,9206,BISCOOP,920618
PAPUA BARAT,92,TELUK BINTUNI,9206,DATARAN BEIMES,920613
PAPUA BARAT,92,TELUK BINTUNI,9206,FAFURWAR,920608
PAPUA BARAT,92,TELUK BINTUNI,9206,KAITARO,920615
PAPUA BARAT,92,TELUK BINTUNI,9206,KAMUNDAN,920620
PAPUA BARAT,92,TELUK BINTUNI,9206,KURI,920610
PAPUA BARAT,92,TELUK BINTUNI,9206,MANIMERI,920611
PAPUA BARAT,92,TELUK BINTUNI,9206,MASYETA,920617
PAPUA BARAT,92,TELUK BINTUNI,9206,MERDEY,920602
PAPUA BARAT,92,TELUK BINTUNI,9206,MEYADO,920623
PAPUA BARAT,92,TELUK BINTUNI,9206,MOSKONA BARAT,920622
PAPUA BARAT,92,TELUK BINTUNI,9206,MOSKONA SELATAN,920605
PAPUA BARAT,92,TELUK BINTUNI,9206,MOSKONA TIMUR,920624
PAPUA BARAT,92,TELUK BINTUNI,9206,MOSKONA UTARA,920606
PAPUA BARAT,92,TELUK BINTUNI,9206,SUMURI,920614
PAPUA BARAT,92,TELUK BINTUNI,9206,TEMBUNI,920609
PAPUA BARAT,92,TELUK BINTUNI,9206,TOMU,920619
PAPUA BARAT,92,TELUK BINTUNI,9206,TUHIBA,920612
PAPUA BARAT,92,TELUK BINTUNI,9206,WAMESA,920607
PAPUA BARAT,92,TELUK BINTUNI,9206,WERIAGAR,920621
PAPUA BARAT,92,TELUK WONDAMA,9207,KURI WAMESA,920709
PAPUA BARAT,92,TELUK WONDAMA,9207,NAIKERE,920707
PAPUA BARAT,92,TELUK WONDAMA,9207,NIKIWAR,920712
PAPUA BARAT,92,TELUK WONDAMA,9207,RASIEI,920708
PAPUA BARAT,92,TELUK WONDAMA,9207,ROON,920710
PAPUA BARAT,92,TELUK WONDAMA,9207,ROSWAR,920711
PAPUA BARAT,92,TELUK WONDAMA,9207,RUMBERPON,920706
PAPUA BARAT,92,TELUK WONDAMA,9207,SOUG JAYA,920713
PAPUA BARAT,92,TELUK WONDAMA,9207,TELUK DUAIRI,920703
PAPUA BARAT,92,TELUK WONDAMA,9207,WAMESA,920705
PAPUA BARAT,92,TELUK WONDAMA,9207,WASIOR,920701
PAPUA BARAT,92,TELUK WONDAMA,9207,WINDESI,920702
PAPUA BARAT,92,TELUK WONDAMA,9207,WONDIBOY,920704
P A P U A,91,BIAK NUMFOR,9106,AIMANDO PADAIDO,910619
P A P U A,91,BIAK NUMFOR,9106,ANDEY,910614
P A P U A,91,BIAK NUMFOR,9106,BIAK BARAT,910608
P A P U A,91,BIAK NUMFOR,9106,BIAK KOTA,910601
P A P U A,91,BIAK NUMFOR,9106,BIAK TIMUR,910603
P A P U A,91,BIAK NUMFOR,9106,BIAK UTARA,910602
P A P U A,91,BIAK NUMFOR,9106,BONDIFUAR,910621
P A P U A,91,BIAK NUMFOR,9106,BRUYADORI,910616
P A P U A,91,BIAK NUMFOR,9106,NUMFOR BARAT,910604
P A P U A,91,BIAK NUMFOR,9106,NUMFOR TIMUR,910605
P A P U A,91,BIAK NUMFOR,9106,ORIDEK,910620
P A P U A,91,BIAK NUMFOR,9106,ORKERI,910617
P A P U A,91,BIAK NUMFOR,9106,PADAIDO,910610
P A P U A,91,BIAK NUMFOR,9106,POIRU,910618
P A P U A,91,BIAK NUMFOR,9106,SAMOFA,910612
P A P U A,91,BIAK NUMFOR,9106,SWANDIWE,910615
P A P U A,91,BIAK NUMFOR,9106,WARSA,910609
P A P U A,91,BIAK NUMFOR,9106,YAWOSI,910613
P A P U A,91,BIAK NUMFOR,9106,YENDIDORI,910611
P A P U A,91,JAYAPURA,9103,AIRU,910316
P A P U A,91,JAYAPURA,9103,DEMTA,910310
P A P U A,91,JAYAPURA,9103,DEPAPRE,910303
P A P U A,91,JAYAPURA,9103,EBUNGFAO,910312
P A P U A,91,JAYAPURA,9103,GRESI SELATAN,910318
P A P U A,91,JAYAPURA,9103,KAUREH,910311
P A P U A,91,JAYAPURA,9103,KEMTUK,910305
P A P U A,91,JAYAPURA,9103,KEMTUK GRESI,910306
P A P U A,91,JAYAPURA,9103,NAMBLUONG,910314
P A P U A,91,JAYAPURA,9103,NIMBOKRANG,910308
P A P U A,91,JAYAPURA,9103,NIMBORAN,910307
P A P U A,91,JAYAPURA,9103,RAVENI RARA,910317
P A P U A,91,JAYAPURA,9103,SENTANI,910301
P A P U A,91,JAYAPURA,9103,SENTANI BARAT,910304
P A P U A,91,JAYAPURA,9103,SENTANI TIMUR,910302
P A P U A,91,JAYAPURA,9103,UNURUM GUAY,910309
P A P U A,91,JAYAPURA,9103,WAIBU,910313
P A P U A,91,JAYAPURA,9103,YAPSI,910315
P A P U A,91,JAYAPURA,9103,YOKARI,910319
P A P U A,91,KEEROM,9111,ARSO,911102
P A P U A,91,KEEROM,9111,ARSO BARAT,911108
P A P U A,91,KEEROM,9111,ARSO TIMUR,911106
P A P U A,91,KEEROM,9111,KAISENAR,911111
P A P U A,91,KEEROM,9111,MANNEM,911109
P A P U A,91,KEEROM,9111,SENGGI,911103
P A P U A,91,KEEROM,9111,SKANTO,911105
P A P U A,91,KEEROM,9111,TOWE,911107
P A P U A,91,KEEROM,9111,WARIS,911101
P A P U A,91,KEEROM,9111,WEB,911104
P A P U A,91,KEEROM,9111,YAFFI,911110
P A P U A,91,KEPULAUAN YAPEN,9105,ANGKAISERA,910504
P A P U A,91,KEPULAUAN YAPEN,9105,ANOTAUREI,910515
P A P U A,91,KEPULAUAN YAPEN,9105,KEPULAUAN AMBAI,910510
P A P U A,91,KEPULAUAN YAPEN,9105,KOSIWO,910506
P A P U A,91,KEPULAUAN YAPEN,9105,NUSAWANI,910517
P A P U A,91,KEPULAUAN YAPEN,9105,POOM,910505
P A P U A,91,KEPULAUAN YAPEN,9105,PULAU KURUDU,910513
P A P U A,91,KEPULAUAN YAPEN,9105,PULAU YERUI,910514
P A P U A,91,KEPULAUAN YAPEN,9105,RAIMBAWI,910508
P A P U A,91,KEPULAUAN YAPEN,9105,TELUK AMPIMOI,910509
P A P U A,91,KEPULAUAN YAPEN,9105,WINDESI,910512
P A P U A,91,KEPULAUAN YAPEN,9105,WONAWA,910511
P A P U A,91,KEPULAUAN YAPEN,9105,YAPEN BARAT,910502
P A P U A,91,KEPULAUAN YAPEN,9105,YAPEN SELATAN,910501
P A P U A,91,KEPULAUAN YAPEN,9105,YAPEN TIMUR,910503
P A P U A,91,KEPULAUAN YAPEN,9105,YAPEN UTARA,910507
P A P U A,91,KEPULAUAN YAPEN,9105,YAWAKUKAT,910516
P A P U A,91,KOTA JAYAPURA,9171,ABEPURA,917103
P A P U A,91,KOTA JAYAPURA,9171,HERAM,917105
P A P U A,91,KOTA JAYAPURA,9171,JAYAPURA SELATAN,917102
P A P U A,91,KOTA JAYAPURA,9171,JAYAPURA UTARA,917101
P A P U A,91,KOTA JAYAPURA,9171,MUARA TAMI,917104
P A P U A,91,MAMBERAMO RAYA,9120,BENUKI,912007
P A P U A,91,MAMBERAMO RAYA,9120,MAMBERAMO HILIR,912005
P A P U A,91,MAMBERAMO RAYA,9120,MAMBERAMO HULU,912002
P A P U A,91,MAMBERAMO RAYA,9120,MAMBERAMO TENGAH,912001
P A P U A,91,MAMBERAMO RAYA,9120,MAMBERAMO TENGAH TIMUR,912004
P A P U A,91,MAMBERAMO RAYA,9120,RUFAER,912003
P A P U A,91,MAMBERAMO RAYA,9120,SAWAI,912008
P A P U A,91,MAMBERAMO RAYA,9120,WAROPEN ATAS,912006
P A P U A,91,SARMI,9110,APAWER HULU,911009
P A P U A,91,SARMI,9110,BONGGO,911005
P A P U A,91,SARMI,9110,BONGGO TIMUR,911015
P A P U A,91,SARMI,9110,PANTAI BARAT,911003
P A P U A,91,SARMI,9110,PANTAI TIMUR,911004
P A P U A,91,SARMI,9110,PANTAI TIMUR BAGIAN BARAT,911014
P A P U A,91,SARMI,9110,SARMI,911001
P A P U A,91,SARMI,9110,SARMI SELATAN,911012
P A P U A,91,SARMI,9110,SARMI TIMUR,911013
P A P U A,91,SARMI,9110,TOR ATAS,911002
P A P U A,91,SUPIORI,9119,KEPULAUAN ARURI,911904
P A P U A,91,SUPIORI,9119,SUPIORI BARAT,911905
P A P U A,91,SUPIORI,9119,SUPIORI SELATAN,911901
P A P U A,91,SUPIORI,9119,SUPIORI TIMUR,911903
P A P U A,91,SUPIORI,9119,SUPIORI UTARA,911902
P A P U A,91,WAROPEN,9115,DEMBA,911513
P A P U A,91,WAROPEN,9115,INGGERUS,911509
P A P U A,91,WAROPEN,9115,KIRIHI,911510
P A P U A,91,WAROPEN,9115,MASIREI,911503
P A P U A,91,WAROPEN,9115,OUDATE,911511
P A P U A,91,WAROPEN,9115,RISEI SAYATI,911507
P A P U A,91,WAROPEN,9115,SOYOI MAMBAI,911515
P A P U A,91,WAROPEN,9115,UREI FAISEI,911508
P A P U A,91,WAROPEN,9115,WAPOGA,911512
P A P U A,91,WAROPEN,9115,WAROPEN BAWAH,911501
P A P U A,91,WAROPEN,9115,WONTI,911514
MALUKU UTARA,82,HALMAHERA BARAT,8201,IBU,820103
MALUKU UTARA,82,HALMAHERA BARAT,8201,IBU SELATAN,820108
MALUKU UTARA,82,HALMAHERA BARAT,8201,IBU UTARA,820107
MALUKU UTARA,82,HALMAHERA BARAT,8201,JAILOLO,820101
MALUKU UTARA,82,HALMAHERA BARAT,8201,JAILOLO SELATAN,820105
MALUKU UTARA,82,HALMAHERA BARAT,8201,LOLODA,820102
MALUKU UTARA,82,HALMAHERA BARAT,8201,LOLODA TENGAH,820110
MALUKU UTARA,82,HALMAHERA BARAT,8201,SAHU,820104
MALUKU UTARA,82,HALMAHERA BARAT,8201,SAHU TIMUR,820109
MALUKU UTARA,82,HALMAHERA SELATAN,8204,BACAN,820408
MALUKU UTARA,82,HALMAHERA SELATAN,8204,BACAN BARAT,820409
MALUKU UTARA,82,HALMAHERA SELATAN,8204,BACAN BARAT UTARA,820414
MALUKU UTARA,82,HALMAHERA SELATAN,8204,BACAN SELATAN,820417
MALUKU UTARA,82,HALMAHERA SELATAN,8204,BACAN TIMUR,820407
MALUKU UTARA,82,HALMAHERA SELATAN,8204,BACAN TIMUR SELATAN,820421
MALUKU UTARA,82,HALMAHERA SELATAN,8204,BACAN TIMUR TENGAH,820422
MALUKU UTARA,82,HALMAHERA SELATAN,8204,GANE BARAT,820404
MALUKU UTARA,82,HALMAHERA SELATAN,8204,GANE BARAT SELATAN,820423
MALUKU UTARA,82,HALMAHERA SELATAN,8204,GANE BARAT UTARA,820424
MALUKU UTARA,82,HALMAHERA SELATAN,8204,GANE TIMUR,820403
MALUKU UTARA,82,HALMAHERA SELATAN,8204,GANE TIMUR SELATAN,820426
MALUKU UTARA,82,HALMAHERA SELATAN,8204,GANE TIMUR TENGAH,820427
MALUKU UTARA,82,HALMAHERA SELATAN,8204,KASIRUTA BARAT,820415
MALUKU UTARA,82,HALMAHERA SELATAN,8204,KASIRUTA TIMUR,820416
MALUKU UTARA,82,HALMAHERA SELATAN,8204,KAYOA,820402
MALUKU UTARA,82,HALMAHERA SELATAN,8204,KAYOA BARAT,820411
MALUKU UTARA,82,HALMAHERA SELATAN,8204,KAYOA SELATAN,820412
MALUKU UTARA,82,HALMAHERA SELATAN,8204,KAYOA UTARA,820413
MALUKU UTARA,82,HALMAHERA SELATAN,8204,KEPULAUAN BOTANGLOMANG,820418
MALUKU UTARA,82,HALMAHERA SELATAN,8204,KEPULAUAN JORONGA,820425
MALUKU UTARA,82,HALMAHERA SELATAN,8204,MAKIAN BARAT,820410
MALUKU UTARA,82,HALMAHERA SELATAN,8204,MANDIOLI SELATAN,820419
MALUKU UTARA,82,HALMAHERA SELATAN,8204,MANDIOLI UTARA,820420
MALUKU UTARA,82,HALMAHERA SELATAN,8204,OBI,820406
MALUKU UTARA,82,HALMAHERA SELATAN,8204,OBI BARAT,820428
MALUKU UTARA,82,HALMAHERA SELATAN,8204,OBI SELATAN,820405
MALUKU UTARA,82,HALMAHERA SELATAN,8204,OBI TIMUR,820429
MALUKU UTARA,82,HALMAHERA SELATAN,8204,OBI UTARA,820430
MALUKU UTARA,82,HALMAHERA SELATAN,8204,PULAU MAKIAN,820401
MALUKU UTARA,82,HALMAHERA TENGAH,8202,PATANI,820202
MALUKU UTARA,82,HALMAHERA TENGAH,8202,PATANI BARAT,820208
MALUKU UTARA,82,HALMAHERA TENGAH,8202,PATANI TIMUR,820210
MALUKU UTARA,82,HALMAHERA TENGAH,8202,PATANI UTARA,820206
MALUKU UTARA,82,HALMAHERA TENGAH,8202,PULAU GEBE,820203
MALUKU UTARA,82,HALMAHERA TENGAH,8202,WEDA,820201
MALUKU UTARA,82,HALMAHERA TENGAH,8202,WEDA SELATAN,820205
MALUKU UTARA,82,HALMAHERA TENGAH,8202,WEDA TENGAH,820207
MALUKU UTARA,82,HALMAHERA TENGAH,8202,WEDA TIMUR,820209
MALUKU UTARA,82,HALMAHERA TENGAH,8202,WEDA UTARA,820204
MALUKU UTARA,82,HALMAHERA TIMUR,8206,KOTA MABA,820610
MALUKU UTARA,82,HALMAHERA TIMUR,8206,MABA,820602
MALUKU UTARA,82,HALMAHERA TIMUR,8206,MABA SELATAN,820603
MALUKU UTARA,82,HALMAHERA TIMUR,8206,MABA TENGAH,820608
MALUKU UTARA,82,HALMAHERA TIMUR,8206,MABA UTARA,820609
MALUKU UTARA,82,HALMAHERA TIMUR,8206,WASILE,820601
MALUKU UTARA,82,HALMAHERA TIMUR,8206,WASILE SELATAN,820604
MALUKU UTARA,82,HALMAHERA TIMUR,8206,WASILE TENGAH,820605
MALUKU UTARA,82,HALMAHERA TIMUR,8206,WASILE TIMUR,820607
MALUKU UTARA,82,HALMAHERA TIMUR,8206,WASILE UTARA,820606
MALUKU UTARA,82,HALMAHERA UTARA,8203,GALELA,820304
MALUKU UTARA,82,HALMAHERA UTARA,8203,GALELA BARAT,820314
MALUKU UTARA,82,HALMAHERA UTARA,8203,GALELA SELATAN,820316
MALUKU UTARA,82,HALMAHERA UTARA,8203,GALELA UTARA,820315
MALUKU UTARA,82,HALMAHERA UTARA,8203,KAO,820307
MALUKU UTARA,82,HALMAHERA UTARA,8203,KAO BARAT,820321
MALUKU UTARA,82,HALMAHERA UTARA,8203,KAO TELUK,820322
MALUKU UTARA,82,HALMAHERA UTARA,8203,KAO UTARA,820320
MALUKU UTARA,82,HALMAHERA UTARA,8203,LOLODA KEPULAUAN,820319
MALUKU UTARA,82,HALMAHERA UTARA,8203,LOLODA UTARA,820309
MALUKU UTARA,82,HALMAHERA UTARA,8203,MALIFUT,820308
MALUKU UTARA,82,HALMAHERA UTARA,8203,TOBELO,820305
MALUKU UTARA,82,HALMAHERA UTARA,8203,TOBELO BARAT,820313
MALUKU UTARA,82,HALMAHERA UTARA,8203,TOBELO SELATAN,820306
MALUKU UTARA,82,HALMAHERA UTARA,8203,TOBELO TENGAH,820311
MALUKU UTARA,82,HALMAHERA UTARA,8203,TOBELO TIMUR,820312
MALUKU UTARA,82,HALMAHERA UTARA,8203,TOBELO UTARA,820310
MALUKU UTARA,82,KEPULAUAN SULA,8205,MANGOLI BARAT,820506
MALUKU UTARA,82,KEPULAUAN SULA,8205,MANGOLI SELATAN,820512
MALUKU UTARA,82,KEPULAUAN SULA,8205,MANGOLI TENGAH,820511
MALUKU UTARA,82,KEPULAUAN SULA,8205,MANGOLI TIMUR,820501
MALUKU UTARA,82,KEPULAUAN SULA,8205,MANGOLI UTARA,820513
MALUKU UTARA,82,KEPULAUAN SULA,8205,MANGOLI UTARA TIMUR,820510
MALUKU UTARA,82,KEPULAUAN SULA,8205,SANANA,820502
MALUKU UTARA,82,KEPULAUAN SULA,8205,SANANA UTARA,820518
MALUKU UTARA,82,KEPULAUAN SULA,8205,SULABESI BARAT,820503
MALUKU UTARA,82,KEPULAUAN SULA,8205,SULABESI SELATAN,820509
MALUKU UTARA,82,KEPULAUAN SULA,8205,SULABESI TENGAH,820507
MALUKU UTARA,82,KEPULAUAN SULA,8205,SULABESI TIMUR,820508
MALUKU UTARA,82,KOTA TERNATE,8271,KOTA TERNATE SELATAN,827102
MALUKU UTARA,82,KOTA TERNATE,8271,KOTA TERNATE TENGAH,827106
MALUKU UTARA,82,KOTA TERNATE,8271,KOTA TERNATE UTARA,827103
MALUKU UTARA,82,KOTA TERNATE,8271,MOTI,827104
MALUKU UTARA,82,KOTA TERNATE,8271,PULAU BATANG DUA,827105
MALUKU UTARA,82,KOTA TERNATE,8271,PULAU HIRI,827107
MALUKU UTARA,82,KOTA TERNATE,8271,PULAU TERNATE,827101
MALUKU UTARA,82,KOTA TERNATE,8271,TERNATE BARAT,827108
MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,OBA,827203
MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,OBA SELATAN,827207
MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,OBA TENGAH,827206
MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,OBA UTARA,827202
MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,TIDORE,827201
MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,TIDORE SELATAN,827204
MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,TIDORE TIMUR,827208
MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,TIDORE UTARA,827205
MALUKU UTARA,82,PULAU MOROTAI,8207,MOROTAI JAYA,820703
MALUKU UTARA,82,PULAU MOROTAI,8207,MOROTAI SELATAN,820701
MALUKU UTARA,82,PULAU MOROTAI,8207,MOROTAI SELATAN BARAT,820702
MALUKU UTARA,82,PULAU MOROTAI,8207,MOROTAI TIMUR,820705
MALUKU UTARA,82,PULAU MOROTAI,8207,MOROTAI UTARA,820704
MALUKU UTARA,82,PULAU MOROTAI,8207,PULAU RAO,820706
MALUKU UTARA,82,PULAU TALIABU,8208,LEDE,820803
MALUKU UTARA,82,PULAU TALIABU,8208,TABONA,820808
MALUKU UTARA,82,PULAU TALIABU,8208,TALIABU BARAT,820801
MALUKU UTARA,82,PULAU TALIABU,8208,TALIABU BARAT LAUT,820802
MALUKU UTARA,82,PULAU TALIABU,8208,TALIABU SELATAN,820807
MALUKU UTARA,82,PULAU TALIABU,8208,TALIABU TIMUR,820805
MALUKU UTARA,82,PULAU TALIABU,8208,TALIABU TIMUR SELATAN,820806
MALUKU UTARA,82,PULAU TALIABU,8208,TALIABU UTARA,820804
MALUKU,81,BURU,8104,AIR BUAYA,810402
MALUKU,81,BURU,8104,BATABUAL,810410
MALUKU,81,BURU,8104,FENA LEISELA,810413
MALUKU,81,BURU,8104,LILIALY,810415
MALUKU,81,BURU,8104,LOLONG GUBA,810411
MALUKU,81,BURU,8104,NAMLEA,810401
MALUKU,81,BURU,8104,TELUK KAIELY,810414
MALUKU,81,BURU,8104,WAEAPO,810403
MALUKU,81,BURU,8104,WAELATA,810412
MALUKU,81,BURU,8104,WAPLAU,810406
MALUKU,81,BURU SELATAN,8109,AMBALAU,810903
MALUKU,81,BURU SELATAN,8109,FENA FAFAN,810906
MALUKU,81,BURU SELATAN,8109,KEPALA MADAN,810904
MALUKU,81,BURU SELATAN,8109,LEKSULA,810905
MALUKU,81,BURU SELATAN,8109,NAMROLE,810901
MALUKU,81,BURU SELATAN,8109,WAESAMA,810902
MALUKU,81,KEPULAUAN ARU,8107,ARU SELATAN,810702
MALUKU,81,KEPULAUAN ARU,8107,ARU SELATAN TIMUR,810709
MALUKU,81,KEPULAUAN ARU,8107,ARU SELATAN UTARA,810710
MALUKU,81,KEPULAUAN ARU,8107,ARU TENGAH,810703
MALUKU,81,KEPULAUAN ARU,8107,ARU TENGAH SELATAN,810708
MALUKU,81,KEPULAUAN ARU,8107,ARU TENGAH TIMUR,810707
MALUKU,81,KEPULAUAN ARU,8107,ARU UTARA,810704
MALUKU,81,KEPULAUAN ARU,8107,ARU UTARA TIMUR BATULEY,810705
MALUKU,81,KEPULAUAN ARU,8107,PULAU-PULAU ARU,810701
MALUKU,81,KEPULAUAN ARU,8107,SIR-SIR,810706
MALUKU,81,KEPULAUAN TANIMBAR,8103,FORDATA,810306
MALUKU,81,KEPULAUAN TANIMBAR,8103,KORMOMOLIN,810308
MALUKU,81,KEPULAUAN TANIMBAR,8103,MOLU MARU,810318
MALUKU,81,KEPULAUAN TANIMBAR,8103,NIRUNMAS,810309
MALUKU,81,KEPULAUAN TANIMBAR,8103,SELARU,810302
MALUKU,81,KEPULAUAN TANIMBAR,8103,TANIMBAR SELATAN,810301
MALUKU,81,KEPULAUAN TANIMBAR,8103,TANIMBAR UTARA,810305
MALUKU,81,KEPULAUAN TANIMBAR,8103,WERMAKTIAN,810304
MALUKU,81,KEPULAUAN TANIMBAR,8103,WERTAMRIAN,810303
MALUKU,81,KEPULAUAN TANIMBAR,8103,WUAR LABOBAR,810307
MALUKU,81,KOTA AMBON,8171,BAGUALA,817103
MALUKU,81,KOTA AMBON,8171,LEITIMUR SELATAN,817105
MALUKU,81,KOTA AMBON,8171,NUSANIWE,817101
MALUKU,81,KOTA AMBON,8171,SIRIMAU,817102
MALUKU,81,KOTA AMBON,8171,TELUK AMBON,817104
MALUKU,81,KOTA TUAL,8172,KUR SELATAN,817205
MALUKU,81,KOTA TUAL,8172,PULAU DULLAH SELATAN,817202
MALUKU,81,KOTA TUAL,8172,PULAU DULLAH UTARA,817201
MALUKU,81,KOTA TUAL,8172,PULAU-PULAU KUR,817204
MALUKU,81,KOTA TUAL,8172,TAYANDO TAM,817203
MALUKU,81,MALUKU BARAT DAYA,8108,BABAR BARAT,810804
MALUKU,81,MALUKU BARAT DAYA,8108,DAMER,810802
MALUKU,81,MALUKU BARAT DAYA,8108,DAWELOR DAWERA,810810
MALUKU,81,MALUKU BARAT DAYA,8108,KEPULAUAN ROMANG,810816
MALUKU,81,MALUKU BARAT DAYA,8108,KISAR UTARA,810817
MALUKU,81,MALUKU BARAT DAYA,8108,MDONA HYERA,810803
MALUKU,81,MALUKU BARAT DAYA,8108,MOA LAKOR,810801
MALUKU,81,MALUKU BARAT DAYA,8108,PULAU LAKOR,810812
MALUKU,81,MALUKU BARAT DAYA,8108,PULAU LETI,810808
MALUKU,81,MALUKU BARAT DAYA,8108,PULAU MASELA,810809
MALUKU,81,MALUKU BARAT DAYA,8108,PULAU WETANG,810811
MALUKU,81,MALUKU BARAT DAYA,8108,PULAU-PULAU BABAR TIMUR,810805
MALUKU,81,MALUKU BARAT DAYA,8108,PULAU-PULAU TERSELATAN,810807
MALUKU,81,MALUKU BARAT DAYA,8108,WETAR,810806
MALUKU,81,MALUKU BARAT DAYA,8108,WETAR BARAT,810814
MALUKU,81,MALUKU BARAT DAYA,8108,WETAR TIMUR,810815
MALUKU,81,MALUKU BARAT DAYA,8108,WETAR UTARA,810813
MALUKU,81,MALUKU TENGAH,8101,AMAHAI,810101
MALUKU,81,MALUKU TENGAH,8101,BANDA,810109
MALUKU,81,MALUKU TENGAH,8101,KOTA MASOHI,810117
MALUKU,81,MALUKU TENGAH,8101,LEIHITU,810115
MALUKU,81,MALUKU TENGAH,8101,LEIHITU BARAT,810122
MALUKU,81,MALUKU TENGAH,8101,NUSA LAUT,810116
MALUKU,81,MALUKU TENGAH,8101,PULAU HARUKU,810113
MALUKU,81,MALUKU TENGAH,8101,SALAHUTU,810114
MALUKU,81,MALUKU TENGAH,8101,SAPARUA,810112
MALUKU,81,MALUKU TENGAH,8101,SAPARUA TIMUR,810126
MALUKU,81,MALUKU TENGAH,8101,SERAM UTARA,810106
MALUKU,81,MALUKU TENGAH,8101,SERAM UTARA BARAT,810120
MALUKU,81,MALUKU TENGAH,8101,SERAM UTARA TIMUR KOBI,810125
MALUKU,81,MALUKU TENGAH,8101,SERAM UTARA TIMUR SETI,810124
MALUKU,81,MALUKU TENGAH,8101,TEHORU,810111
MALUKU,81,MALUKU TENGAH,8101,TELUK ELPAPUTIH,810121
MALUKU,81,MALUKU TENGAH,8101,TELUTIH,810123
MALUKU,81,MALUKU TENGAH,8101,TEON NILA SERUA,810102
MALUKU,81,MALUKU TENGGARA,8102,HOAT SORBAY,810216
MALUKU,81,MALUKU TENGGARA,8102,KEI BESAR,810203
MALUKU,81,MALUKU TENGGARA,8102,KEI BESAR SELATAN,810204
MALUKU,81,MALUKU TENGGARA,8102,KEI BESAR SELATAN BARAT,810218
MALUKU,81,MALUKU TENGGARA,8102,KEI BESAR UTARA BARAT,810217
MALUKU,81,MALUKU TENGGARA,8102,KEI BESAR UTARA TIMUR,810205
MALUKU,81,MALUKU TENGGARA,8102,KEI KECIL,810201
MALUKU,81,MALUKU TENGGARA,8102,KEI KECIL BARAT,810214
MALUKU,81,MALUKU TENGGARA,8102,KEI KECIL TIMUR,810213
MALUKU,81,MALUKU TENGGARA,8102,KEI KECIL TIMUR SELATAN,810219
MALUKU,81,MALUKU TENGGARA,8102,MANYEUW,810215
MALUKU,81,SERAM BAGIAN BARAT,8106,AMALATU,810605
MALUKU,81,SERAM BAGIAN BARAT,8106,ELPAPUTIH,810611
MALUKU,81,SERAM BAGIAN BARAT,8106,HUAMUAL,810608
MALUKU,81,SERAM BAGIAN BARAT,8106,HUAMUAL BELAKANG,810604
MALUKU,81,SERAM BAGIAN BARAT,8106,INAMOSOL,810606
MALUKU,81,SERAM BAGIAN BARAT,8106,KAIRATU,810601
MALUKU,81,SERAM BAGIAN BARAT,8106,KAIRATU BARAT,810607
MALUKU,81,SERAM BAGIAN BARAT,8106,KEPULAUAN MANIPA,810609
MALUKU,81,SERAM BAGIAN BARAT,8106,SERAM BARAT,810602
MALUKU,81,SERAM BAGIAN BARAT,8106,TANIWEL,810603
MALUKU,81,SERAM BAGIAN BARAT,8106,TANIWEL TIMUR,810610
MALUKU,81,SERAM BAGIAN TIMUR,8105,BULA,810501
MALUKU,81,SERAM BAGIAN TIMUR,8105,BULA BARAT,810512
MALUKU,81,SERAM BAGIAN TIMUR,8105,GOROM TIMUR,810511
MALUKU,81,SERAM BAGIAN TIMUR,8105,KIAN DARAT,810513
MALUKU,81,SERAM BAGIAN TIMUR,8105,KILMURY,810508
